1148,103,335
1148,214,38
5039,119,396
5039,114,244
5039,206,38
21608,111,1344
21608,123,1344
21608,111,671
31926,114,1292
31926,116,1292
31926,119,1292
31926,113,358
31926,116,457
31926,102,61
31926,103,61
31926,111,61
31926,116,61
31926,102,123
31926,103,123
31926,111,123
31926,116,123
31926,201,38
31926,204,38
36289,102,92
36289,129,809
36289,201,38
38091,101,1080
38091,102,1080
38091,103,1080
38091,104,1080
38091,105,1080
38091,106,1080
38091,107,1080
38091,108,1080
38091,109,1080
38091,110,1080
38091,111,1080
38091,112,1080
38091,113,1080
38091,114,1080
38091,115,1080
38091,116,1080
38091,117,1080
38091,118,1080
38091,119,1080
38091,120,1080
38091,121,1080
38091,122,1080
38091,123,1080
38091,124,1080
38091,125,1080
38091,126,1080
38091,127,1080
38091,128,1080
38091,129,1080
38091,130,1080
38091,131,1080
39935,108,638
39935,233,38
42903,119,577
42903,101,579
42903,102,579
42903,103,579
42903,104,579
42903,105,579
42903,106,579
42903,107,579
42903,108,579
42903,110,579
42903,111,579
42903,112,579
42903,113,579
42903,114,579
42903,115,579
42903,116,579
42903,117,579
42903,119,579
42903,121,579
42903,123,579
42903,127,579
42903,128,579
42903,129,579
42903,130,579
42903,112,59
42903,112,59
42903,112,31
42903,119,31
42903,123,31
42903,119,639
42903,123,975
42903,112,89
42903,119,89
42903,123,89
42903,103,183
42903,111,183
42903,123,183
42903,204,38
53234,113,288
53234,119,590
53234,119,505
53234,113,181
53234,113,413
53234,216,38
53234,201,38
53234,201,38
59615,102,972
59615,114,972
59615,102,1549
59615,116,1549
59615,119,1549
59615,102,184
59615,116,184
59615,119,184
59615,110,559
59615,111,559
59615,112,559
59615,113,559
59615,201,38
59615,204,38
68407,114,30
68407,103,92
68407,106,92
68407,106,30
68407,106,31
68407,205,38
79753,123,4081
79753,123,2950
79753,119,0
79753,201,38
82846,101,563
82846,102,563
82846,103,563
82846,108,563
82846,112,563
82846,114,563
82846,116,563
82846,119,563
82846,120,563
82846,123,563
82846,129,563
82846,130,563
82846,210,38
98294,107,153
98294,115,153
98294,116,153
98294,210,38
107014,102,183
107014,111,183
107014,119,183
107014,206,38
63508,102,243
63508,102,628
63508,108,628
63508,116,628
63508,116,30
63508,201,38
63508,201,38
112690,111,121
112690,119,913
112690,102,580
112690,119,184
112690,210,38
112690,204,38
112690,206,38
112690,202,38
112735,119,0
112735,108,152
112735,114,778
112735,102,365
112735,103,365
112735,105,365
112735,110,365
112735,111,365
112735,113,365
112735,114,365
112735,119,365
112735,123,365
112735,204,38
112735,213,38
113874,103,153
113874,116,153
113874,103,1023
113874,108,243
113874,123,92
113874,213,38
113874,204,38
113874,201,38
113874,205,38
113874,201,38
128311,111,790
128311,112,790
128311,113,790
128311,116,790
128311,102,407
128311,103,407
128311,105,407
128311,110,407
128311,111,407
128311,113,407
128311,114,407
128311,119,407
128311,123,407
128311,201,38
135235,102,365
135235,110,365
135235,116,365
135235,119,365
135235,103,2970
135235,102,820
135235,202,38
135235,201,38
135235,204,38
135235,205,38
135235,201,38
142632,119,457
142632,116,243
142632,102,1327
142632,112,184
142632,119,699
142632,112,428
142632,113,699
142632,102,365
142632,119,427
142632,102,365
142632,201,38
142632,220,38
155841,116,1826
155841,116,122
155841,201,38
155841,204,38
156510,102,975
156510,119,212
156510,116,1034
156510,103,1279
156510,112,153
156510,102,1509
156510,103,1509
156510,106,1509
156510,110,1509
156510,111,1509
156510,114,1509
156510,119,365
156510,110,1248
156510,119,244
156510,103,336
156510,112,245
156510,116,1521
156510,201,38
156510,201,38
157155,116,1704
157155,119,212
157155,118,974
157155,201,38
157155,210,38
157155,201,38
157155,201,38
157155,201,38
166436,123,304
166436,122,184
166436,119,304
166436,123,393
166436,106,-1085
166436,201,38
173035,108,365
173035,103,913
173035,123,335
173035,119,212
173035,102,123
173035,102,182
173035,103,62
173035,201,38
173035,213,38
173035,204,38
173035,201,38
176861,119,92
176861,103,335
176861,106,335
176861,108,335
176861,110,335
176861,111,335
176861,112,335
176861,113,335
176861,116,335
176861,119,335
176861,123,335
176861,119,1461
176861,105,1065
176861,115,1065
176861,116,1065
176861,119,1065
176861,120,1065
176861,204,38
188307,123,212
188307,113,396
188307,201,38
188307,201,38
188399,103,719
188399,205,38
152169,113,365
152169,201,38
202105,119,1054
202105,201,38
202163,103,184
202163,103,89
202163,204,38
220090,103,61
220090,104,61
220090,110,61
220090,111,61
220090,112,61
220090,114,61
220090,119,61
220090,121,61
220090,103,822
220090,104,822
220090,110,822
220090,111,822
220090,112,822
220090,114,822
220090,119,822
220090,121,822
220090,204,38
224998,102,243
224998,103,243
224998,106,243
224998,107,243
224998,108,243
224998,112,243
224998,117,243
224998,119,243
224998,204,38
160775,103,182
160775,102,1582
160775,103,243
160775,201,38
232012,114,145
232012,114,467
232012,204,38
236314,102,31
236314,116,31
236314,119,31
236314,204,38
236314,210,38
239756,102,395
239756,111,182
239756,111,305
239756,102,184
239756,116,184
239756,119,184
239756,102,91
239756,201,38
239756,201,38
239756,201,38
242191,116,516
242191,116,1918
242191,116,183
242191,201,38
242191,201,38
243916,109,365
243916,110,365
243916,112,365
243916,113,365
243916,116,365
