  basura 	,1,
Ingeniero,2,Ingeniero ingenier ing
Magister,3,master
Phd,4,doctor dr.
Tecnólogo,5,tg 
Técnico,6,tecnico
Bachiller,7,bachiller media
Noveno,8,noveno
Primaria,9,primaria
10,10,administración empresas
